# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.04206e-05 to 742.666 h/Mpc,
# number of wavenumbers equal to 414
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_ur                  13:t_tot              
       1.074260479186e+00      -3.316143736189e-03      -4.268757728460e+02      -5.986496811503e+02      -3.310605058820e-03      -5.716669571650e+02      -5.553645915195e+02       2.562041154584e-03       2.562041154584e-03      -7.204372873333e-01      -2.845028146507e-02      -7.204372783160e-01      -3.143532395603e-02 
       1.124532245521e+00      -3.076128501117e-03      -4.339120889171e+02      -6.085078156245e+02      -3.070990698998e-03      -5.810818296737e+02      -5.645109722122e+02       2.376597655861e-03       2.376597655861e-03      -7.323010387923e-01      -2.891479254004e-02      -7.323010304277e-01      -3.195237954443e-02 
       1.177307501711e+00      -2.852294314765e-03      -4.409936184167e+02      -6.184288137158e+02      -2.847530362409e-03      -5.905567934136e+02      -5.737157308006e+02       2.203657166635e-03       2.203657166635e-03      -7.442405327599e-01      -2.938233354033e-02      -7.442405250039e-01      -3.247274592599e-02 
       1.232659951151e+00      -2.643846732368e-03      -4.481111656823e+02      -6.284000346833e+02      -2.639430930318e-03      -6.000797487992e+02      -5.829671127324e+02       2.042605844854e-03       2.042605844854e-03      -7.562405492510e-01      -2.985225284527e-02      -7.562405420617e-01      -3.299575135133e-02 
       1.290678297961e+00      -2.449914143929e-03      -4.552540952820e+02      -6.384077887943e+02      -2.445822249838e-03      -6.096374858678e+02      -5.922522847414e+02       1.892769850208e-03       1.892769850208e-03      -7.682844011508e-01      -3.032398355640e-02      -7.682843944889e-01      -3.352068161951e-02 
       1.351465487131e+00      -2.269612515925e-03      -4.624143077983e+02      -6.484417712229e+02      -2.265821766442e-03      -6.192200462173e+02      -6.015615723957e+02       1.753465561626e-03       1.753465561626e-03      -7.803594385724e-01      -3.079725072880e-02      -7.803594324007e-01      -3.404701872092e-02 
       1.415137235474e+00      -2.102139919098e-03      -4.696054145491e+02      -6.585156351311e+02      -2.098628883532e-03      -6.288410764283e+02      -6.109082330973e+02       1.624074431699e-03       1.624074431699e-03      -7.924831003642e-01      -3.127217785792e-02      -7.924830946479e-01      -3.457543814441e-02 
       1.481820436900e+00      -1.946595353143e-03      -4.768083423669e+02      -6.686092444091e+02      -1.943344112522e-03      -6.384806073527e+02      -6.202728671471e+02       1.503899054459e-03       1.503899054459e-03      -8.046299618579e-01      -3.174841676122e-02      -8.046299565645e-01      -3.510492965740e-02 
       1.551651797649e+00      -1.802212557167e-03      -4.840327221316e+02      -6.787320294412e+02      -1.799202467225e-03      -6.481481008614e+02      -6.296646665749e+02       1.392348154767e-03       1.392348154767e-03      -8.168121476168e-01      -3.222593162714e-02      -8.168121427161e-01      -3.563594450889e-02 
       1.624776854962e+00      -1.668219343753e-03      -4.912745538286e+02      -6.888785570503e+02      -1.665433051712e-03      -6.578383488954e+02      -6.390785718267e+02       1.288824732222e-03       1.288824732222e-03      -8.290230212003e-01      -3.270463211911e-02      -8.290230166640e-01      -3.616821908698e-02 
       1.701349393426e+00      -1.543908390174e-03      -4.985346240716e+02      -6.990511534622e+02      -1.541329725191e-03      -6.675534358266e+02      -6.485166078202e+02       1.192782147778e-03       1.192782147778e-03      -8.412651829584e-01      -3.318472269070e-02      -8.412651787601e-01      -3.670188223765e-02 
       1.781531198454e+00      -1.428592711340e-03      -5.058064523257e+02      -7.092415537140e+02      -1.426206649783e-03      -6.772853769888e+02      -6.579710175776e+02       1.103689587609e-03       1.103689587609e-03      -8.535285711161e-01      -3.366579493907e-02      -8.535285672314e-01      -3.723649325680e-02 
       1.865492061210e+00      -1.321659401812e-03      -5.130956097499e+02      -7.194551266218e+02      -1.319451942831e-03      -6.870395729764e+02      -6.674470476714e+02       1.021073601460e-03       1.021073601460e-03      -8.658200430415e-01      -3.414798141662e-02      -8.658200394475e-01      -3.777233045886e-02 
       1.953409954423e+00      -1.222524578374e-03      -5.204024790996e+02      -7.296931441696e+02      -1.220482696595e-03      -6.968171560854e+02      -6.769457980962e+02       9.444829948663e-04       9.444829948663e-04      -8.781410199270e-01      -3.463138884278e-02      -8.781410166026e-01      -3.830946350403e-02 
       2.045471317084e+00      -1.130626694035e-03      -5.277194638472e+02      -7.399468541675e+02      -1.128738302805e-03      -7.066095556549e+02      -6.864589425929e+02       8.734837210931e-04       8.734837210931e-04      -8.904806340091e-01      -3.511574232553e-02      -8.904806309346e-01      -3.884744151306e-02 
       2.141871406774e+00      -1.045465746074e-03      -5.350518967702e+02      -7.502219178819e+02      -1.043719593321e-03      -7.164223813468e+02      -6.959919308412e+02       8.076895277402e-04       8.076895277402e-04      -9.028459890457e-01      -3.560124423187e-02      -9.028459862027e-01      -3.938656263384e-02 
       2.242814695326e+00      -9.665630274535e-04      -5.423984566591e+02      -7.605168503591e+02      -9.649486603105e-04      -7.262541739238e+02      -7.055433452084e+02       7.467305946741e-04       7.467305946741e-04      -9.152352804387e-01      -3.608776607242e-02      -9.152352778103e-01      -3.992673947493e-02 
       2.348515295225e+00      -8.934737035346e-04      -5.497590199337e+02      -7.708310318821e+02      -8.919814122442e-04      -7.361043915994e+02      -7.151126593499e+02       6.902631829337e-04       6.902631829337e-04      -9.276478132675e-01      -3.657530232590e-02      -9.276478108378e-01      -4.046794502810e-02 
       2.459197411109e+00      -8.257829242692e-04      -5.571329091491e+02      -7.811638139355e+02      -8.244036920006e-04      -7.459723813097e+02      -7.246992388176e+02       6.379667533567e-04       6.379667533567e-04      -9.400827668918e-01      -3.706384531085e-02      -9.400827646462e-01      -4.101014722352e-02 
       2.575095814454e+00      -7.630985045542e-04      -5.645144346869e+02      -7.915087115737e+02      -7.618239700789e-04      -7.558517830378e+02      -7.342969049576e+02       5.895381815303e-04       5.895381815303e-04      -9.525320513342e-01      -3.755325941822e-02      -9.525320492591e-01      -4.155302085949e-02 
       2.696456341279e+00      -7.050706850560e-04      -5.719116450835e+02      -8.018749872078e+02      -7.038930705418e-04      -7.657516685122e+02      -7.439144707905e+02       5.447073619681e-04       5.447073619681e-04      -9.650071962816e-01      -3.804379071612e-02      -9.650071943642e-01      -4.209703738912e-02 
       2.823536413526e+00      -6.513588579734e-04      -5.793197334282e+02      -8.122566820548e+02      -6.502709547579e-04      -7.756662598861e+02      -7.535463232318e+02       5.032110762816e-04       5.032110762816e-04      -9.775008848868e-01      -3.853524645086e-02      -9.775008831155e-01      -4.264189209199e-02 
       2.956605585064e+00      -6.016492732685e-04      -5.867363673569e+02      -8.226505194403e+02      -6.006443967095e-04      -7.855924288171e+02      -7.631894231452e+02       4.648069127375e-04       4.648069127375e-04      -9.900091784224e-01      -3.902749127842e-02      -9.900091767863e-01      -4.318741616016e-02 
       3.095946113447e+00      -5.556586064386e-04      -5.941682249408e+02      -8.330653501792e+02      -5.547305450010e-04      -7.955386848165e+02      -7.728520373678e+02       4.292759819660e-04       4.292759819660e-04      -1.002542821082e+00      -3.952091717798e-02      -1.002542819570e+00      -4.373407351795e-02 
       3.241853558618e+00      -5.131095895710e-04      -6.016069657434e+02      -8.434906364430e+02      -5.122525950712e-04      -8.054948352257e+02      -7.825242639034e+02       3.964040160721e-04       3.964040160721e-04      -1.015088921978e+00      -4.001515655839e-02      -1.015088920582e+00      -4.428132307427e-02 
       3.394637409829e+00      -4.737540410494e-04      -6.090556139803e+02      -8.539298878782e+02      -4.729627796607e-04      -8.154643134360e+02      -7.922094382274e+02       3.659992911529e-04       3.659992911529e-04      -1.027651837955e+00      -4.051033764188e-02      -1.027651836666e+00      -4.482934830875e-02 
       3.554621742114e+00      -4.373596105099e-04      -6.165152643454e+02      -8.643848867266e+02      -4.366291365110e-04      -8.254487936848e+02      -8.019091868279e+02       3.378822830496e-04       3.378822830496e-04      -1.040233673214e+00      -4.100658749207e-02      -1.040233672025e+00      -4.537824768191e-02 
       3.722145903690e+00      -4.037071019589e-04      -6.239826899802e+02      -8.748510878824e+02      -4.030328357235e-04      -8.354439379383e+02      -8.116192953763e+02       3.118836395982e-04       3.118836395982e-04      -1.052828964856e+00      -4.150372137244e-02      -1.052828963758e+00      -4.592778751280e-02 
       3.897565235764e+00      -3.725962447878e-04      -6.314594844494e+02      -8.853307049627e+02      -3.719739411831e-04      -8.454518624122e+02      -8.213418197355e+02       2.878486292225e-04       2.878486292225e-04      -1.065440381492e+00      -4.200187930235e-02      -1.065440380478e+00      -4.647808947841e-02 
       4.081251826259e+00      -3.438394962963e-04      -6.389454029404e+02      -8.958229098386e+02      -3.432652233499e-04      -8.554718306046e+02      -8.310760444032e+02       2.656323674073e-04       2.656323674073e-04      -1.078067021469e+00      -4.250100165574e-02      -1.078067020534e+00      -4.702911060570e-02 
       4.273595299061e+00      -3.172633627225e-04      -6.464402465101e+02      -9.063287237402e+02      -3.167334784191e-04      -8.655046720757e+02      -8.408227752793e+02       2.451007809691e-04       2.451007809691e-04      -1.090709873581e+00      -4.300132354584e-02      -1.090709872718e+00      -4.758092367725e-02 
       4.475003640463e+00      -2.927043438034e-04      -6.539404520856e+02      -9.168419007103e+02      -2.922154790294e-04      -8.755445623020e+02      -8.505763539374e+02       2.261275788330e-04       2.261275788330e-04      -1.103361658700e+00      -4.350245095224e-02      -1.103361657904e+00      -4.813319496950e-02 
       4.685904064560e+00      -2.700147946754e-04      -6.614500578623e+02      -9.273685591610e+02      -2.695638269810e-04      -8.855972929275e+02      -8.603424068562e+02       2.085986805944e-04       2.085986805944e-04      -1.116029660074e+00      -4.400478242969e-02      -1.116029659340e+00      -4.868625904711e-02 
       4.906743919429e+00      -2.490550358340e-04      -6.689675239815e+02      -9.379068770842e+02      -2.486390760960e-04      -8.956610862638e+02      -8.701192070396e+02       1.924061643509e-04       1.924061643509e-04      -1.128711625072e+00      -4.450831899977e-02      -1.128711624395e+00      -4.924003122114e-02 
       5.137991636009e+00      -2.296950896433e-04      -6.764901809564e+02      -9.484528645727e+02      -2.293114657983e-04      -9.057321598178e+02      -8.799030798588e+02       1.774496160224e-04       1.774496160224e-04      -1.141402805144e+00      -4.501290914345e-02      -1.141402804519e+00      -4.979430973746e-02 
       5.380137721712e+00      -2.118170288786e-04      -6.840230730396e+02      -9.590132833897e+02      -2.114632658001e-04      -9.158170055599e+02      -8.897003321484e+02       1.636379304857e-04       1.636379304857e-04      -1.154111401903e+00      -4.551890627253e-02      -1.154111401327e+00      -5.034945692640e-02 
       5.633695800850e+00      -1.953073504178e-04      -6.915573584630e+02      -9.695765979460e+02      -1.949811626258e-04      -9.259045110534e+02      -8.995001683664e+02       1.508834043022e-04       1.508834043022e-04      -1.166823376149e+00      -4.602593145506e-02      -1.166823375618e+00      -5.090488673242e-02 
       5.899203704105e+00      -1.800658368333e-04      -6.991016689499e+02      -9.801549246787e+02      -1.797651062222e-04      -9.360062453451e+02      -9.093138276392e+02       1.391086129338e-04       1.391086129338e-04      -1.179553314839e+00      -4.653464777899e-02      -1.179553314349e+00      -5.146124879634e-02 
       6.177224609336e+00      -1.659949132387e-04      -7.066480231130e+02      -9.907364062153e+02      -1.657176846228e-04      -9.461109599127e+02      -9.191303822211e+02       1.282381802898e-04       1.282381802898e-04      -1.192287081675e+00      -4.704450825327e-02      -1.192287081224e+00      -5.201792800144e-02 
       6.468348236158e+00      -1.530081377658e-04      -7.142037361551e+02      -1.001331536443e+03      -1.527526003536e-04      -9.562286493253e+02      -9.289595416606e+02       1.182053203081e-04       1.182053203081e-04      -1.205037270677e+00      -4.755614238472e-02      -1.205037270261e+00      -5.257549384990e-02 
       6.773192096816e+00      -1.410222174229e-04      -7.217619690203e+02      -1.011931282380e+03      -1.407866995692e-04      -9.663506252298e+02      -9.387928653720e+02       1.089456776058e-04       1.089456776058e-04      -1.217792915766e+00      -4.806929340512e-02      -1.217792915382e+00      -5.313349449972e-02 
       7.092402806008e+00      -1.299620870612e-04      -7.293259132106e+02      -1.022540170316e+03      -1.297450424916e-04      -9.764812042406e+02      -9.486345468697e+02       1.004012593425e-04       1.004012593425e-04      -1.230559464798e+00      -4.858430627729e-02      -1.230559464444e+00      -5.369218728620e-02 
       7.426657452448e+00      -1.197575011385e-04      -7.368957099583e+02      -1.033158009107e+03      -1.195575008808e-04      -9.866202474253e+02      -9.584844511823e+02       9.251779966998e-05       9.251779966998e-05      -1.243336773902e+00      -4.910126852563e-02      -1.243336773576e+00      -5.425158002157e-02 
       7.776665035053e+00      -1.103432422284e-04      -7.444697760321e+02      -1.043782943339e+03      -1.101589662518e-04      -9.967659421243e+02      -9.683408173410e+02       8.524491102099e-05       8.524491102099e-05      -1.256122554905e+00      -4.962028276555e-02      -1.256122554605e+00      -5.481160203592e-02 
       8.143167966833e+00      -1.016592325971e-04      -7.520485843179e+02      -1.054415633200e+03      -1.014894612103e-04      -1.006918919103e+03      -9.782042581226e+02       7.853617974936e-05       7.853617974936e-05      -1.268917617638e+00      -5.014155013219e-02      -1.268917617362e+00      -5.537231423573e-02 
       8.526943649645e+00      -9.364953779712e-05      -7.596299147078e+02      -1.065053282614e+03      -9.349314473953e-05      -1.017076472760e+03      -9.880721450803e+02       7.234839132560e-05       7.234839132560e-05      -1.281718553738e+00      -5.066515742647e-02      -1.281718553484e+00      -5.593360136956e-02 
       8.928806123164e+00      -8.626302972332e-05      -7.672166417430e+02      -1.075700171626e+03      -8.611897413250e-05      -1.027242662358e+03      -9.979484217183e+02       6.664204541688e-05       6.664204541688e-05      -1.294530485407e+00      -5.119154165336e-02      -1.294530485172e+00      -5.649572242086e-02 
       9.349607791577e+00      -7.945181184942e-05      -7.748071367125e+02      -1.086353889673e+03      -7.931913285209e-05      -1.037415200150e+03      -1.007830865528e+03       6.138014035262e-05       6.138014035262e-05      -1.307350555834e+00      -5.172080230785e-02      -1.307350555618e+00      -5.705858483109e-02 
       9.790241231639e+00      -7.317171644762e-05      -7.824004146424e+02      -1.097013362869e+03      -7.304952694482e-05      -1.047593026215e+03      -1.017718446813e+03       5.652855299358e-05       5.652855299358e-05      -1.320177436973e+00      -5.225317136706e-02      -1.320177436774e+00      -5.762217364782e-02 
       1.025164108595e+01      -6.738196409038e-05      -7.899963085757e+02      -1.107678379803e+03      -6.726944509048e-05      -1.057775936127e+03      -1.027610966978e+03       5.205577930494e-05       5.205577930494e-05      -1.333010894239e+00      -5.278891924315e-02      -1.333010894056e+00      -5.818652091299e-02 
       1.073478604547e+01      -6.204484705075e-05      -7.975943942502e+02      -1.118348784518e+03      -6.194124254829e-05      -1.067963731780e+03      -1.037508233565e+03       4.793268682495e-05       4.793268682495e-05      -1.345850684482e+00      -5.332839313954e-02      -1.345850684313e+00      -5.875166995415e-02 
       1.124070092543e+01      -5.712587185359e-05      -8.051996256577e+02      -1.129031738118e+03      -5.703048345433e-05      -1.078163227579e+03      -1.047416866649e+03       4.413262750903e-05       4.413262750903e-05      -1.358705416197e+00      -5.387229733089e-02      -1.358705416042e+00      -5.931805146501e-02 
       1.177045883913e+01      -5.259178619188e-05      -8.127974446968e+02      -1.139707020699e+03      -5.250397103915e-05      -1.088355092993e+03      -1.057318086955e+03       4.062991210839e-05       4.062991210839e-05      -1.371550750656e+00      -5.442006014015e-02      -1.371550750513e+00      -5.988466233191e-02 
       1.232518347411e+01      -4.841378465912e-05      -8.204014655622e+02      -1.150393946015e+03      -4.833294800722e-05      -1.098557746470e+03      -1.067229787686e+03       3.740228710194e-05       3.740228710194e-05      -1.384409926852e+00      -5.497304286255e-02      -1.384409926721e+00      -6.045258361216e-02 
       1.290605147570e+01      -4.456396940142e-05      -8.280059838076e+02      -1.161084834413e+03      -4.448956310077e-05      -1.108763818630e+03      -1.077144809614e+03       3.442819974529e-05       3.442819974529e-05      -1.397273682334e+00      -5.553136776661e-02      -1.397273682213e+00      -6.102148492723e-02 
       1.351429494282e+01      -4.101702099830e-05      -8.356127655951e+02      -1.171782586389e+03      -4.094853919002e-05      -1.118976031784e+03      -1.087065797419e+03       3.168808923165e-05       3.168808923165e-05      -1.410145472626e+00      -5.609572551435e-02      -1.410145472515e+00      -6.159160083126e-02 
       1.415120404141e+01      -3.774930016930e-05      -8.432187015860e+02      -1.182483272255e+03      -3.768627647788e-05      -1.129190585106e+03      -1.096989058664e+03       2.916369290193e-05       2.916369290193e-05      -1.423020537018e+00      -5.666652886946e-02      -1.423020536915e+00      -6.216281441279e-02 
       1.481812974105e+01      -3.473929051979e-05      -8.508276779434e+02      -1.193192704453e+03      -3.468129450648e-05      -1.139412988453e+03      -1.106919946077e+03       2.683838838914e-05       2.683838838914e-05      -1.435905856409e+00      -5.724471229758e-02      -1.435905856315e+00      -6.273552986092e-02 
       1.551648668058e+01      -3.196655389287e-05      -8.584297342710e+02      -1.203897206713e+03      -3.191318925346e-05      -1.149630149254e+03      -1.116845740455e+03       2.469638643457e-05       2.469638643457e-05      -1.448784976245e+00      -5.783032636448e-02      -1.448784976158e+00      -6.330913507445e-02 
       1.624775616868e+01      -2.941307731742e-05      -8.660368484859e+02      -1.214614423500e+03      -2.936397783728e-05      -1.159858821858e+03      -1.126782718355e+03       2.272377064200e-05       2.272377064200e-05      -1.461679038957e+00      -5.842506240921e-02      -1.461679038877e+00      -6.388468203706e-02 
       1.701348932600e+01      -2.706145961517e-05      -8.736405019485e+02      -1.225332771809e+03      -2.701628814138e-05      -1.170087904616e+03      -1.136720094719e+03       2.090709808719e-05       2.090709808719e-05      -1.474574109061e+00      -5.902922696402e-02      -1.474574108987e+00      -6.446169221960e-02 
       1.781531037521e+01      -2.489598746528e-05      -8.812416285444e+02      -1.236054376614e+03      -2.485443309145e-05      -1.180319335404e+03      -1.146659752160e+03       1.923422924898e-05       1.923422924898e-05      -1.487472671020e+00      -5.964392401411e-02      -1.487472670953e+00      -6.504042608281e-02 
       1.865492008627e+01      -2.290206327704e-05      -8.888383374135e+02      -1.246777027690e+03      -2.286383947611e-05      -1.190550954165e+03      -1.156599592219e+03       1.769388716808e-05       1.769388716808e-05      -1.500372070959e+00      -6.027009976796e-02      -1.500372070897e+00      -6.562092670635e-02 
       1.953409938394e+01      -2.106636655668e-05      -8.964344927770e+02      -1.257506990497e+03      -2.103120905080e-05      -1.200788649163e+03      -1.166545335242e+03       1.627578107844e-05       1.627578107844e-05      -1.513279788816e+00      -6.090926262444e-02      -1.513279788759e+00      -6.620370383479e-02 
       2.045471312539e+01      -1.937643584418e-05      -9.040273758289e+02      -1.268241456747e+03      -1.934410116999e-05      -1.211029626167e+03      -1.176494266683e+03       1.497028377832e-05       1.497028377832e-05      -1.526192363552e+00      -6.156261048791e-02      -1.526192363499e+00      -6.678880819460e-02 
       2.141871405579e+01      -1.782072637344e-05      -9.116113806076e+02      -1.278973319438e+03      -1.779099034879e-05      -1.221267013962e+03      -1.186439711277e+03       1.376847663491e-05       1.376847663491e-05      -1.539101219938e+00      -6.223123280745e-02      -1.539101219890e+00      -6.737608149654e-02 
       2.242814695036e+01      -1.638885118132e-05      -9.191939834588e+02      -1.289714111061e+03      -1.636150697311e-05      -1.231511707889e+03      -1.196392253656e+03       1.266233529491e-05       1.266233529491e-05      -1.552020172639e+00      -6.291729806209e-02      -1.552020172594e+00      -6.796637185882e-02 
       2.348515295160e+01      -1.507101767730e-05      -9.267721329333e+02      -1.300460847298e+03      -1.504587480906e-05      -1.241760713083e+03      -1.206348984364e+03       1.164429445934e-05       1.164429445934e-05      -1.564945532226e+00      -6.362245034104e-02      -1.564945532185e+00      -6.855978885412e-02 
       2.459197411096e+01      -1.385809352699e-05      -9.343353818869e+02      -1.311200003649e+03      -1.383497677449e-05      -1.252000988445e+03      -1.216297234198e+03       1.070729911111e-05       1.070729911111e-05      -1.577860969548e+00      -6.434796426819e-02      -1.577860969511e+00      -6.915591014132e-02 
       2.575095814452e+01      -1.274197893704e-05      -9.418940323499e+02      -1.321947391880e+03      -1.272072660485e-05      -1.262247480256e+03      -1.226251523211e+03       9.845091912566e-06       9.845091912566e-06      -1.590785436506e+00      -6.509676910943e-02      -1.590785436472e+00      -6.975589233347e-02 
       2.696456341279e+01      -1.171493213209e-05      -9.494396962013e+02      -1.332692921425e+03      -1.169539545569e-05      -1.272490365373e+03      -1.236202308392e+03       9.051691933335e-06       9.051691933335e-06      -1.603706668631e+00      -6.587075876094e-02      -1.603706668599e+00      -7.035955979511e-02 
       2.823536413526e+01      -1.077001380344e-05      -9.569794834288e+02      -1.343448120220e+03      -1.075205560832e-05      -1.282740477749e+03      -1.246160114736e+03       8.321738424593e-06       8.321738424593e-06      -1.616638464659e+00      -6.667311340045e-02      -1.616638464630e+00      -7.096791297981e-02 
       2.956605585064e+01      -9.900618141112e-06      -9.645025525579e+02      -1.354199665242e+03      -9.884112285841e-06      -1.292984884170e+03      -1.256112377853e+03       7.650128112198e-06       7.650128112198e-06      -1.629564672709e+00      -6.750606414274e-02      -1.629564672682e+00      -7.158068081270e-02 
       3.095946113447e+01      -9.100844644664e-06      -9.720151130564e+02      -1.364958373538e+03      -9.085674843374e-06      -1.303233677911e+03      -1.266068903185e+03       7.032302660142e-06       7.032302660142e-06      -1.642498178612e+00      -6.837334395231e-02      -1.642498178588e+00      -7.219891292658e-02 
       3.241853558618e+01      -8.365074640918e-06      -9.795046124881e+02      -1.375708920471e+03      -8.351133991954e-06      -1.313471969798e+03      -1.276015226158e+03       6.463921411685e-06       6.463921411685e-06      -1.655420397093e+00      -6.927770022993e-02      -1.655420397070e+00      -7.282232464033e-02 
       3.394637409829e+01      -7.688393480268e-06      -9.869889257093e+02      -1.386478812873e+03      -7.675583290922e-06      -1.323725753647e+03      -1.285976599312e+03       5.941187734328e-06       5.941187734328e-06      -1.668364298486e+00      -7.022438619687e-02      -1.668364298466e+00      -7.345295186292e-02 
       3.554621742114e+01      -7.065887538033e-06      -9.944376275032e+02      -1.397228108428e+03      -7.054117321702e-06      -1.333956582114e+03      -1.295915671724e+03       5.460305610135e-06       5.460305610135e-06      -1.681281643909e+00      -7.121565293096e-02      -1.681281643890e+00      -7.408931801071e-02 
       3.722145903690e+01      -6.493423084540e-06      -1.001872018728e+03      -1.407989784106e+03      -6.482609259631e-06      -1.344195598052e+03      -1.305862698133e+03       5.018081654119e-06       5.018081654119e-06      -1.694211931372e+00      -7.225788235661e-02      -1.694211931354e+00      -7.473387547373e-02 
       3.897565235764e+01      -5.966963728924e-06      -1.009282197755e+03      -1.418753281464e+03      -5.957029455286e-06      -1.354432346190e+03      -1.315807521429e+03       4.611397614413e-06       4.611397614413e-06      -1.707142253637e+00      -7.335572600481e-02      -1.707142253621e+00      -7.538684127002e-02 
       4.081251826259e+01      -5.482853818683e-06      -1.016667243574e+03      -1.429520968221e+03      -5.473728361925e-06      -1.364668677647e+03      -1.325751939940e+03       4.237429402190e-06       4.237429402190e-06      -1.720075243987e+00      -7.451502065660e-02      -1.720075243973e+00      -7.604919690707e-02 
       4.273595299061e+01      -5.037678144147e-06      -1.024016686153e+03      -1.440282305661e+03      -5.029296473925e-06      -1.374894064493e+03      -1.335685725968e+03       3.893538626442e-06       3.893538626442e-06      -1.732997955739e+00      -7.574152027534e-02      -1.732997955725e+00      -7.672132456832e-02 
       4.475003640463e+01      -4.628389927785e-06      -1.031339689348e+03      -1.451054551620e+03      -4.620692102746e-06      -1.385124493138e+03      -1.345624410034e+03       3.577371622172e-06       3.577371622172e-06      -1.745930908567e+00      -7.704305612397e-02      -1.745930908554e+00      -7.740518093469e-02 
       4.685904064560e+01      -4.252062866849e-06      -1.038619435348e+03      -1.461819078287e+03      -4.244993832877e-06      -1.395341620092e+03      -1.355550171757e+03       3.286667687709e-06       3.286667687709e-06      -1.758851374150e+00      -7.842628668686e-02      -1.758851374138e+00      -7.810091650705e-02 
       4.906743919429e+01      -3.906072419813e-06      -1.045853507737e+03      -1.472577923661e+03      -3.899581506330e-06      -1.405546783642e+03      -1.365464311262e+03       3.019399300671e-06       3.019399300671e-06      -1.771761479218e+00      -7.989971449883e-02      -1.771761479208e+00      -7.880989668747e-02 
       5.137991636009e+01      -3.588019457410e-06      -1.053044929873e+03      -1.483341337506e+03      -3.582060001068e-06      -1.415749098406e+03      -1.375375683244e+03       2.773713087996e-06       2.773713087996e-06      -1.784673198627e+00      -8.147314519803e-02      -1.784673198618e+00      -7.953405478419e-02 
       5.380137721712e+01      -3.295663606494e-06      -1.060188511357e+03      -1.494108650051e+03      -3.290192685787e-06      -1.425947184499e+03      -1.385282947171e+03       2.547878296928e-06       2.547878296928e-06      -1.797585325246e+00      -8.315673471679e-02      -1.797585325237e+00      -8.027488057126e-02 
       5.633695800850e+01      -3.026932204904e-06      -1.067274859680e+03      -1.504873919784e+03      -3.021910359912e-06      -1.436134558315e+03      -1.395179804335e+03       2.340293732251e-06       2.340293732251e-06      -1.810490272063e+00      -8.496135929358e-02      -1.810490272055e+00      -8.103373241705e-02 
       5.899203704105e+01      -2.779934041713e-06      -1.074299245235e+03      -1.515638555708e+03      -2.775324971209e-06      -1.446311664588e+03      -1.405066686790e+03       2.149498380516e-06       2.149498380516e-06      -1.823389243116e+00      -8.689942293332e-02      -1.823389243108e+00      -8.181253074379e-02 
       6.177224609336e+01      -2.552922475121e-06      -1.081254402535e+03      -1.526401056929e+03      -2.548692794943e-06      -1.456476096903e+03      -1.414941256747e+03       1.974142924047e-06       1.974142924047e-06      -1.836279919128e+00      -8.898437819753e-02      -1.836279919121e+00      -8.261322177859e-02 
       6.468348236158e+01      -2.344286302674e-06      -1.088130384474e+03      -1.537157234172e+03      -2.340405319568e-06      -1.466622761528e+03      -1.424798565740e+03       1.812982646086e-06       1.812982646086e-06      -1.849156652457e+00      -9.123087580876e-02      -1.849156652450e+00      -8.343780751069e-02 
       6.773192096816e+01      -2.152564647372e-06      -1.094927084285e+03      -1.547917578409e+03      -2.149004108101e-06      -1.476760484712e+03      -1.434647188319e+03       1.664889004307e-06       1.664889004307e-06      -1.862031434980e+00      -9.365589092031e-02      -1.862031434974e+00      -8.428930568205e-02 
       7.092402806008e+01      -1.976386011513e-06      -1.101630850568e+03      -1.558674604262e+03      -1.973119953212e-06      -1.486880812498e+03      -1.444478911615e+03       1.528802466435e-06       1.528802466435e-06      -1.874894550540e+00      -9.627695303761e-02      -1.874894550535e+00      -8.517000022164e-02 
       7.426657452448e+01      -1.814501063750e-06      -1.108233327333e+03      -1.569429510047e+03      -1.811505610059e-06      -1.496983442384e+03      -1.454293441757e+03       1.403757887229e-06       1.403757887229e-06      -1.887746653073e+00      -9.911386658981e-02      -1.887746653069e+00      -8.608290953101e-02 
       7.776665035053e+01      -1.665756197536e-06      -1.114722926844e+03      -1.580180146442e+03      -1.663009398597e-06      -1.507064742435e+03      -1.464087250388e+03       1.288864070050e-06       1.288864070050e-06      -1.900584302215e+00      -1.021881422730e-01      -1.900584302211e+00      -8.703115573466e-02 
       8.143167966833e+01      -1.529095775456e-06      -1.121090921338e+03      -1.590929809160e+03      -1.526577444374e-06      -1.517126119678e+03      -1.473861704416e+03       1.183305510013e-06       1.183305510013e-06      -1.913410525573e+00      -1.055237345252e-01      -1.913410525569e+00      -8.801847397979e-02 
